Region,Account,Time,User,CallerIP,ErrorCode,Service,EventName,Resource,SuspiciousCIDRs,PublicIP
us-east-1,696969696969,2025-03-03 20:09:26-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-00881c34627b8e6e8,,
us-east-1,696969696969,2025-03-03 20:09:26-07:00,BobtheUser,69.69.69.69,Client.RequestLimitExceeded,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-0285e02cb97fcf580",,
us-east-1,696969696969,2025-03-03 20:09:26-07:00,BobtheUser,69.69.69.69,Client.RequestLimitExceeded,ec2,AuthorizeSecurityGroupEgress,"sg-00881c34627b8e6e8,sg-002e0113055f3e6c9",,
us-east-1,696969696969,2025-03-03 20:09:26-07:00,BobtheUser,69.69.69.69,Client.RequestLimitExceeded,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:26-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-0057510424e0999b7,,
us-east-1,696969696969,2025-03-03 20:09:26-07:00,BobtheUser,69.69.69.69,Client.RequestLimitExceeded,ec2,AuthorizeSecurityGroupEgress,"sg-00881c34627b8e6e8,sg-0b92f2fb1f1b66487",,
us-east-1,696969696969,2025-03-03 20:09:26-07:00,BobtheUser,69.69.69.69,Client.RequestLimitExceeded,ec2,AuthorizeSecurityGroupEgress,sg-0057510424e0999b7,,
us-east-1,696969696969,2025-03-03 20:09:26-07:00,BobtheUser,69.69.69.69,Client.RequestLimitExceeded,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-0285e02cb97fcf580",,
us-east-1,696969696969,2025-03-03 20:09:26-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-00881c34627b8e6e8,sg-0ff22aa06c6591e60",,
us-east-1,696969696969,2025-03-03 20:09:26-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-0319b6ae56a7a2634",,
us-east-1,696969696969,2025-03-03 20:09:26-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:26-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:25-07:00,BobtheUser,69.69.69.69,Client.RequestLimitExceeded,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-0285e02cb97fcf580",,
us-east-1,696969696969,2025-03-03 20:09:24-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:24-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-0285e02cb97fcf580",,
us-east-1,696969696969,2025-03-03 20:09:24-07:00,BobtheUser,69.69.69.69,Client.RequestLimitExceeded,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-0319b6ae56a7a2634",,
us-east-1,696969696969,2025-03-03 20:09:24-07:00,BobtheUser,69.69.69.69,Client.RequestLimitExceeded,ec2,AuthorizeSecurityGroupEgress,sg-0057510424e0999b7,,
us-east-1,696969696969,2025-03-03 20:09:24-07:00,BobtheUser,69.69.69.69,Client.RequestLimitExceeded,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-002e0113055f3e6c9",,
us-east-1,696969696969,2025-03-03 20:09:24-07:00,BobtheUser,69.69.69.69,Client.RequestLimitExceeded,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:24-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-0057510424e0999b7,,
us-east-1,696969696969,2025-03-03 20:09:24-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-0057510424e0999b7,,
us-east-1,696969696969,2025-03-03 20:09:24-07:00,BobtheUser,69.69.69.69,Client.RequestLimitExceeded,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:24-07:00,BobtheUser,69.69.69.69,Client.RequestLimitExceeded,ec2,AuthorizeSecurityGroupEgress,sg-00881c34627b8e6e8,,
us-east-1,696969696969,2025-03-03 20:09:24-07:00,BobtheUser,69.69.69.69,Client.RequestLimitExceeded,ec2,AuthorizeSecurityGroupEgress,"sg-00881c34627b8e6e8,sg-0ff22aa06c6591e60",,
us-east-1,696969696969,2025-03-03 20:09:24-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0461de233af796a83,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:24-07:00,BobtheUser,69.69.69.69,Client.RequestLimitExceeded,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:23-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-0057510424e0999b7,,
us-east-1,696969696969,2025-03-03 20:09:23-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-03fed839e72b72748,sg-0057510424e0999b7",,
us-east-1,696969696969,2025-03-03 20:09:23-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-0057510424e0999b7,,
us-east-1,696969696969,2025-03-03 20:09:23-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-0057510424e0999b7,,
us-east-1,696969696969,2025-03-03 20:09:23-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:23-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-0057510424e0999b7,,
us-east-1,696969696969,2025-03-03 20:09:23-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-00881c34627b8e6e8,,
us-east-1,696969696969,2025-03-03 20:09:23-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:23-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-00881c34627b8e6e8,,
us-east-1,696969696969,2025-03-03 20:09:23-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-00881c34627b8e6e8,,
us-east-1,696969696969,2025-03-03 20:09:23-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:23-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-00881c34627b8e6e8,,
us-east-1,696969696969,2025-03-03 20:09:23-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-013634ebe2cf1c337",,
us-east-1,696969696969,2025-03-03 20:09:23-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-0057510424e0999b7,,
us-east-1,696969696969,2025-03-03 20:09:23-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:22-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-00881c34627b8e6e8,sg-05eeaf36a33b132e3",,
us-east-1,696969696969,2025-03-03 20:09:22-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:22-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-00881c34627b8e6e8,,
us-east-1,696969696969,2025-03-03 20:09:22-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-00881c34627b8e6e8,,
us-east-1,696969696969,2025-03-03 20:09:22-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:22-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-0c01b8ef96100e336",,
us-east-1,696969696969,2025-03-03 20:09:22-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-05eeaf36a33b132e3",,
us-east-1,696969696969,2025-03-03 20:09:22-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-00881c34627b8e6e8,,
us-east-1,696969696969,2025-03-03 20:09:22-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-00881c34627b8e6e8,,
us-east-1,696969696969,2025-03-03 20:09:22-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0bde07006606c9a35,sg-0057510424e0999b7",,
us-east-1,696969696969,2025-03-03 20:09:22-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-0057510424e0999b7,,
us-east-1,696969696969,2025-03-03 20:09:22-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:22-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:21-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-00881c34627b8e6e8,sg-01208a97b2480e5b7",,
us-east-1,696969696969,2025-03-03 20:09:21-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:21-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-0057510424e0999b7,,
us-east-1,696969696969,2025-03-03 20:09:21-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-0fb0a51acd05b1c4d",,
us-east-1,696969696969,2025-03-03 20:09:21-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-00881c34627b8e6e8,sg-0319b6ae56a7a2634",,
us-east-1,696969696969,2025-03-03 20:09:20-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:19-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-0ff22aa06c6591e60",,
us-east-1,696969696969,2025-03-03 20:09:19-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-0857012fa94df134d",,
us-east-1,696969696969,2025-03-03 20:09:19-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-0057510424e0999b7,,
us-east-1,696969696969,2025-03-03 20:09:19-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-0558cd5836a7e4bdf",,
us-east-1,696969696969,2025-03-03 20:09:19-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-00881c34627b8e6e8,sg-077486ae7b6d10ef5",,
us-east-1,696969696969,2025-03-03 20:09:18-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-00881c34627b8e6e8,sg-044894294b883447b",,
us-east-1,696969696969,2025-03-03 20:09:18-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:18-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:18-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-0b92f2fb1f1b66487",,
us-east-1,696969696969,2025-03-03 20:09:18-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:18-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0bde07006606c9a35,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:18-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-00881c34627b8e6e8,sg-0c01b8ef96100e336",,
us-east-1,696969696969,2025-03-03 20:09:18-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:18-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-00881c34627b8e6e8,,
us-east-1,696969696969,2025-03-03 20:09:18-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-00881c34627b8e6e8,sg-0285e02cb97fcf580",,
us-east-1,696969696969,2025-03-03 20:09:17-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:17-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-00881c34627b8e6e8,,
us-east-1,696969696969,2025-03-03 20:09:17-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:17-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0857012fa94df134d,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:17-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:17-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-044894294b883447b",,
us-east-1,696969696969,2025-03-03 20:09:17-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-0285e02cb97fcf580",,
us-east-1,696969696969,2025-03-03 20:09:17-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:17-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-00881c34627b8e6e8,,
us-east-1,696969696969,2025-03-03 20:09:17-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-00881c34627b8e6e8,sg-0285e02cb97fcf580",,
us-east-1,696969696969,2025-03-03 20:09:17-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-00881c34627b8e6e8,sg-0285e02cb97fcf580",,
us-east-1,696969696969,2025-03-03 20:09:16-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:16-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-00881c34627b8e6e8,,
us-east-1,696969696969,2025-03-03 20:09:16-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-00881c34627b8e6e8,sg-0285e02cb97fcf580",,
us-east-1,696969696969,2025-03-03 20:09:15-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-00881c34627b8e6e8",,
us-east-1,696969696969,2025-03-03 20:09:15-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,sg-0057510424e0999b7,,
us-east-1,696969696969,2025-03-03 20:09:15-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-0057510424e0999b7,sg-0b14afb1b5bf82d15",,
us-east-1,696969696969,2025-03-03 20:09:15-07:00,BobtheUser,69.69.69.69,None,ec2,AuthorizeSecurityGroupEgress,"sg-00881c34627b8e6e8,sg-0558cd5836a7e4bdf",,
